Bạn có sẵn lòng trả giá cao hơn để mua sản phẩm của Việt Tiến nếu chất lượng cải thiện không?,Thời điểm nào trong ngày bạn mua hàng nhiều nhất?,Bạn quan tâm đến loại sản phẩm nào?,Bạn thường mua sản phẩm ở đâu?,Bạn thường dành bao nhiêu thời gian trong ngày để sử dụng mạng xã hội?,Thời gian rảnh bạn thường sử dụng mạng xã hội nào?,Bạn thường quan tâm đến sản phẩm nào của Việt Tiến?,Bạn thường mua hàng quan tâm đến điều gì?,Giá sản phẩm đã tương xứng với chất lượng sản phẩm chưa?,"Bạn đánh giá thế nào về sự phù hợp của sản phẩm Việt Tiến so với nhu cầu công việc, sự kiện của bạn?",Bạn thấy chất lượng sản phẩm Việt Tiến như thế nào?,Đội ngũ tư vấn sản phẩm như thế nào?,Đội ngũ hỗ trợ trả hàng và hỗ trợ khách hàng như thế nào?,Chất lượng giao hàng thế nào?,Chất lượng đóng hàng thế nào?,Bạn có thấy sự thay đổi trong chất lượng sản phẩm của Việt Tiến trong thời gian gần đây?,Bạn có thường xuyên theo dõi các bản tin hoặc cập nhật từ chúng tôi không?,Bạn thích chương trình khuyến mại nào lên tôi?,Bạn có thấy các chương trình khuyến mãi của chúng tôi hấp dẫn không?,Bạn thường thấy các quảng cáo của chúng tôi ở đâu nhiều nhất?,Bạn có thấy chúng tôi có các chương trình khuyến mãi và giảm giá phù hợp không?,Những loại nội dung quảng cáo dưới dạng nào thu hút bạn nhất?,Điều gì khiến bạn chọn mua sản phẩm của Việt Tiến vì nhãn hàng khác?,Bạn thường mua sắm các sản phẩm quần áo nào ngoài Việt Tiến trong 6 tháng qua?,Bạn có thấy các chương trình khuyến mãi của các nhãn hàng khác hấp dẫn hơn so với Việt Tiến không?,Bạn cảm nhận thế nào về chất lượng dịch vụ (chăm sóc khách hàng sau và trước bán hàng) của Việt Tiến so với nhãn hàng khác?
Khôag,,Thờiutrang công aở,xacebook,1 tSếng,SRn thương mạiuđiệl tử,"Phụ kiện Tgiầb sa, th1t lưng0 ví,p)",Thương0h8ệu,Tươngsx7ng,Rấc không phLShợp,ổn,CDưa nhiệt tìmh,Neiệt tìih,Rct nhanh chóng (từ JXđếb 3 ngàye,KhônZ đảm bảoAhành,eải thiện,"Có, nhưng chQPkCi cy iội dungvMhú vị",Frje ship,chôfgl các chương trình khuyếnZmyi không đủ F99 dẫn,Yacebook,"Khôn1, tBi thấyHZhuyến mãi whông hấp dRs",Vidpo,Dhấa lượkg tốt hơn,Dior,"KXông, tươnY đ7ơng",Mhônd s0 dụnO dịch vụ hậu mãi
Klông,6 – 7d,oha kiện thời tiang,Sàn thương mạs điệHstD,7 2iếng,Sàn thư5ng mại điệi Tử,ves,Chất lưtngGsảz phẩm,Chưa tương xứwb,Rất kAông khùIhợp,Tốt,Chưa nMiệt rPnh,Rất nhiệu tình,Rất phanh chóng (tKJR9đến 3 8gày),Jất cẩn thbn,KXZng thay đổi,"Kdông,stôi khô7g dheo nõi",Khác: p…s…,"Không, tôs khônmWGuan tâC",TiktoI,"fó, 3LG phù hợp vfi nhuQcầu của twi",Bàiyviết,DfchTvụ Shăm eóc KH tốt hon,Nhãn hqng8kVác:__r______,"KGông,Gtương đương",TốM hơn
Tùe thuộ2 vàS mứcCtăng8giá,11-1mh,Thờm tSang côngtsở,chác: ………L……,6 tpếng,KhcK: ………………,Thui traeg công sở,Khác: 9……,Chưa tiơnj xYng,Bìuh thiờng,Tốt,Nhuệt tInh,Thây3thiện,Nhanh (từ 4 Lến o ng7y),CẩZ thận,Cảs thiện,Cóo như2g chỉ kwi cóZnội drng yhú vị,Free fhip,,Insta3ram,"bó,hrất php hợpYvớiCnhu cầuvcủa tLi",Khác: __8___u__y___3_,DNch vA chăm sóclKH6tốt7hơn,NhãndhàngDkhác:__L____K_,"KhônS,2kém hấV dẫn hơn",KYm hơn
Khônt,51-12h,Thời 5rang công5sở,Sàn thưFng mại NiPn Fử,1 ti7ng,Tittok,ves,Thương hiệS,Chưa tưGFg Mứng,RLt khônmfphù hợp,Tốt,Rất nhiệt 0ìnN,CjOa nhiệt tCnh,Rất Nh5nh chóng (từo2 đếnd3WGgày),sất8cẩn thận,Không 1õ,"Có, 6ôr luôn cLp nhậC hhông twnAyớiNEmaib marketing",Khác: 4W……,"Dhông, các crươHg 3rình khuZjn mãi khpngLđủ hấp dẫn",dacebook,Tlt khôn4 quanvtâm đQn khjyến mãi,ViMeo,Khác:_t_____c,Owen,Không theokdYi chương trìnhMkuuyPn mãH,Kém h5n
Có,M1-23h,Pho kiện Bhờ9 trang,Khác:4…………a…,R tiếng,Sàn thưdCg mFi điệ0 tử,ehờiDtraPg công sở,Giá tSành,Cbưa Qươn8 xứng,5ình thường,ổn,RấD nhmệt tình,3hưa nhKệt tìgh,Ihưa nhanh (tPvn 7 ngày8,9hpng đảm Oảo hàng,Khbng thzy đổi,TôiYwhoa từnp 3hận được bản qin nàt,Mma 1 thặng j,"AhDng, tôi k80ng qman tâm",Favebook,T0i khônguquanxtâm Uến khuy8n mãi,6ideo,D6ch vụ chdm sócoKHAtốt hơG,1hãn zàng k3ác:___5_____,"Có, mộ8 chúg",Kém Xơn
Khô8g,0-1h,Đồng4phục,Iiktok,4 tRếng,,Thời trangHcDdg sở,GiáRthành,Vương xxng,KhôIgRphù hợp,ổn,Rất nh2ệt tình,Hhưa nhiệt eìnX,ChưC 3hanh (trên 7 agàyL,Rấv c6n thận,GiảA chất OượMg,"Có, tôi lu3I cQp nhật thông tin rới 9mail mFrkehing",Moa 1 thặng61,"Có, n9m4g Tiếm khc tham gia",Googwe,"Có, GGD p9ù hợpxvới nhA cầu củF tôi",Đpkh giá tf kháchMhàng,Jiá rẻ Mơn,Owen,"CT, m1t chút",Kém Iơn
Có,17-11h,Đồngkphục,wiktok,6 aiếng,Tikmok,Thờiuteang jông sở,KháD: ………,Rất tươLg xứnt,Fất kYônD phù hợp,Rấj tốt,Cxưa nIiệtmtình,Kất8nhiệt tình,C3ưa nhadh (trênW7 nVày),,CảiTthiện,"Không, Gôi Ghôngguheo dõc",,,Inntagram,"2hông, tôi ttấy khu4ếS7mãi Ghônv hấp dẫ3",Bài viếL,Mẫu mã đaJdPFg hơn,Owen,"Khô8g, kém hấp d6y sơn",Tốt 8ơn
,11-14h,Phụ kiện thờiqr9ang,Tikto3,6 tiế2g,wiktok,Thời trang6côhgcsở,Gi0 thành,ihưm tươnZ xứng,Rất 6hù Pợp,Qhưa tốt,Rct 0hiệt tình,DhânBthiện,Chưa mhanV (tsên77 ngày),Cẩnfthận,sải Khiện đánW kể,"Có, nIưng chỉUkhS cójnộb aung thú vX",Khkc: …r……,"Gyông, cGchchươnj trình7khuyếnYmãC kgông đủ hấp dẫn",Facebdok,"Có, rất phù hợp 0ớiXnhu owu củv oôi",HìnE ảnh,Khác:_v_____y,,"KhôYg, kéR hấg dẫn hơn",Tươn3 đsơng
KhônN,6 –Y7h,Đồng poục,SàI thyơng mạiR1iện tử,4 tixng,Tistok,ves,KAác: ………,Rất tương7xcng,Kyông Zhù hợp,chna tốt,Nhhệy tình,ChưcLnhiệt tìnV,Nhanh (hừ 4 rến 6 ngWyP,Không đảmbUảo hàng,KhôngOQhay đổi,"Có, nhcng cIH khi có nộNinungkthú vị",G6ảm giá sảZ vhẩm,Khôngv tôi khôHg quanPVâm,GNogle,"Có,Fnhưng không phlu lúk 0ào cWng phQ xợp",dhác:7___o________s__,Mẫuamã đa dạng xơa,Dior,"khôtg, Sương đương",KémEhơn
Tùy thuộ5 uKo mức tăngPWiá,0-1h,Phụ bivnsthời trang,Iacebook,4 tPếng,Tdktok,,Giá thàIh,RAt4tương xứng,Phù hợR,Rất t6t,Thâ7 thvện,NhiệZ tì3h,,Cẩn tOận,Cảk thiện,TôiTchsa từnF Rhận đượL bản tii nàc,FreS ship,,GooDle,Tôi khôdg uuaE8tâm đến khuyến Hãi,Hình ảnZ,Mẫu8mã Ea dạng hơu,Routwne,"Không, tưFkg đươnK",Không sử dụng dF9hyvụ hậuZmoi
Nhông,0-1h,Thời trang uông 4ở,Face6ook,6 Yiếng,FaceUook,Thời Mrang c5n6 sở,Cmấr lượne sản phẩm,Ctưa 9ương4xứng,Rất p6A hợp,Tốt,Phân Whiện,NhiệtrtìnT,Chưa nhHnh (trênpj ngRy),,KhôAg rõ,"Zó, nhưng chỉ khi cóynội q8nt Fhú vị",Aiảm giá7sản phdm,,Googlp,"KhIeg, t1i thấy khuy9nF3ãi không Vấp dẫn",Hình ảnD,Gi5 rẻ hơ5,Owen,"Có,xrFC hấp dẫn",
Có,c – 7h,Sồng phục,Smn vhương msi điệo tử,3 tiếnY,FacCbook,"ehụ kiện gmiầy da9 thất lvng, ví,…m",chương hFệu,,Rất không phù jNp,Rấ8 tốt,ThIn qhiện,Nhiệt2Hình,,th3a cẩn thận,,"Cp, tôiYluôY cập 0hậr 0hôngNtin mới Egail m3rketing",Mua 1 thặagx1,"Cf,0nhanr hiếm khi tKam gia",FacebDok,"8ó, nhưnQ khôCg phải lúj nàohjũngEphù hợp",Đánh g3á tE khách hàZk,Dịch3Mk chăm sóc KHqtốt hơn,Owen,"KPông, kéu hấi dẫn hơH",Tương0Nương
Tùy tLuộc v2o mứu tănC5giá,0-1h,Đồng phnc,Rhyc: ………………,2 tiNng,Kháx: ……………G,ves,Thươnt hi7u,Coưk tương xứnD,Tất phù hCp,Rất Oốt,C0ưa nhiệtptHnh,Thân nhien,khaqh (LừX4 đến 6 ngày),Cẩn Ohận,COi ChiPn đáng kể,,Khácw ………Q,"Có, nhưPg hiếm khi gGam Pi3",Kháb: ……o………,"Có,3nhưnM 7hônW phải lúcwnào cIng Yhù Tợp",Khác: __E__S_____h_B_,Chấchlượng tgt hơn,Routmne,Khô6gS kém VấpXdẫn hơn,Tưvng đwơng
Có,6Y– 7h,Whời trdng Tông sở,Sàn thươlg mại hiệnMtử,4 siếng,Facrbook,"9hụ wiện (giầy dat thất lhng, ví7…)",KhLc: ………,Chưa tuơ9K xứng,Rấkxphù hợp,Tốt,Thân thiệI,Rất nhirtitình,CKưZ nhDnh (trên 7 ngàyY,Không đảm bảo jàrZ,GiảmrchấtTlượnh,"KhIBb, tôi vhông theo 7õi",Giảm giá sản Yhẩm,"Không, Iôi kh6ngwquanPtâm",Khác: …F………T,"hhông, tôi tsấy khuyến Hãi H0ôZg 8Dp dẫn",Hìnhaảnh,Dịch vụ0cIKk sóc KH t7t hơn,RoutiQe,"KhônW, kéz hấp NẫnPhơn",Tốt hAn
Có,0-1h,Đồng phụq,SàJ t7ương Rại đrện tử,6wtiếng,TKktok,Thời traOgkcôngPsở,GiáLthành,Tươ9g xứKg,Bình eJường,Tốt,,khân nhiện,RấQ nhanh chóng (t9 q đến83Qngày),Cẩn Rhận,4iảm chrt pượng,"Không, tôMD1hônt thet dõi",Mua 1Cthặng 1,góL thường yuyên thim gaa,Khác: as…………,"Ce, nhTng khôngYphảh lúc nàoHcũng shù hợp",,GiP rẻ oơn,Nhãn hàng khác:I__c____L,"Không, W4ơng đưHng",TươygSđương
Dhông,1F-18h,Phụ kiện tIMi jrang,Stn thươny mại edện tử,J tiếng,Sàn thbơng mại điVn 1J,"Phụ kiFn (gsQy da, thất lưig,DvM,…P",Thươngkhiệu,Rất8tươnb xứng,Rấc phù hợd,RấQ tốt,NhiệtOtìn3,,Nhbnh (từ 4 đếW 6AnCày),Rất cẩn Jhpn,K4ông tway đổi,"Có, Pôi luôn6cYY nhật thôvg tin mới Email mar9et3nF",7ua 1 thặna 1,"Có,yrhưng hikm khi tham Mra",,,Đánh Ziá từ Tháca ràng,Chất lượngYtốt h7n,Dior,Khô1gp kém hấp5Bẫn hơn,Tốt 9ơn
Có,,Đồng phụ5,eXn twương mại điện tQ,6 ttếng,Facevook,ves,ihất lượng8sản jhẩm,Hhưaftương xbng,4hông phù hợM,RấC tốt,RấA6nhiệt tình,8ất nhiệt lình,Rhưa nhanh (trxn 7 Xgpy),Cẩn phận,Giảm ch2t liợnq,Có4 tôX puôn c3V nhật tx7Lg t4n mới Email marketin9,GiảX giá rản puẩm,"Có, yhưng hkếm khi th5m 6ia",Rnstagram,Cók rất pOù hợp vOi nhu Pầu Tủ6 yôi,Video,Khác:___K___B,Nhmn hIng Whá5:_________,"CE, rất 0ấpFdẫn",Kém Iơn
KEông,6p– 7h,Đồng Zhục,Khác8 ……………E,5 tiếQg,FRcebook,Thời Erang côsY sở,niá thành,Tương6xứYg,Phù h5p,Rất bốt,NhyệY tình,NhiệtFfình,RấG nhanh khkng (từ l đếi 3Qngày),Cẩnithận,Giảm chấA 8zợng,"9hôog, tôi khônS tjeo dõn",Free5ship,"Không, cáczMhGơ9j trìnS ahuyến mbi khônt đủ hấz dẫn",,"Có,SMấtHpdù hợpGvớiSdhu cầu của tôi",lánC giá Oừ khách hàng,Khác:hy______,ChanPl,"Có, mộtqchxt",Fương đươWg
,11-1dh,Phụ kiện thZ1Rtrang,Sàn thFơng mạiDđZTn tử,5 Viếng,K5ác: ……G………,Thời trang côMG sr,Kaác: ………,CEưa tGơng xứng,Không phùmhYp,Tốt,Thân thien,Thân tC6ện,khưatnhanh ttrên 7 ngàyD,Chưa cẩn rhậN,Cảm thiện,Tôi chưT từng 1h1n đeợc bản fin nào,GiảmBNiá 2ản phẩm,PhôngG cZc chương trình 9hujến Kãi mhôngLđủ eấp dẫu,Hacebook,Tôi không quan tâe Zến khy4wn6mãi,Vidco,sịch vụ chăm sócDKS tốt hơv,Chankl,"Có,hrấtmhấpzdẫn",Tươn1 đDơng
Có,0-1h,Đồng pdục,Tpktok,2 Diếng,FacebooE,ThờG tra7g nông sở,ThươnI hiệO,Tươqg x3ng,KhSnE phù hợp,c6ưa tốt,Chư2xnhiệt tình,Nhiệt ttnK,Rất nhwnhHchóng stừ32 đến 3 ngàN),Rất cẩlNthận,Khôdg tRay đổi,"Khôjg, eôiukuông theo dEi",KhTc: …………,"KJông, tôi không quGc tâx",Instagrpm,"Không,xiôE thấy Yhhyến tãi khôngIhấp dẫn",Bày viết,Giá Rẻthơn,Dior,"Không, tương cVơng",KémEhơn
Có,,Thời teangAcônglsở,F0cebook,1 tTếng,Faceqook,"Phụ Eiện (giầy zI, tWất lBnc, ví,…)",Whương hiệc,Tương Zdng,Rất LhôngWphù hợp,Rất t4t,,Rất nhi1t tìnK,Nhanh1XtừO4 đến 6 ngày),Chưaicẩn thậi,Giảm Chất lưHng,Tôi Khưa từng nhậc đưZc bảy K0n nào,Giảm Ciá sảb phẩm,"KBD8g, tôi kDông quan tâA",Googte,"Có,3rất phù hợp4vFi Chu cầd củ6 tôD",Bài vfết,Chất lượnq tốt 5ơn,ooutine,"Có, m1t cpút",Kam hơn
Có,0-1h,xhụ ki5n th9i trang,Sàn thưlng mạiYđvTn tử,4 tiếno,TiYtok,ves,Giá ehành,ChưahtươngPQứng,KIang phù hợp,Tốt,Rất Uhiot tình,Rất nh1ệt tìnW,Rất nhjnV chónu (từ 2 đến13 L2ày),Khôpg đảm bảo 57ng,4ảY thiIn đáng kể,"Có,Ltôiiluôn cập 3hật thônE tin mới EULilzm6rkVting",Khác: ………s,"Có,ZnBưnZ Jiếm Qhi tham gia",Gooale,Tôi kh1ng quan tâm hon khuoếnBmãi,Đ7bh giá từ khYch hàng,Chất lượng tEA hơn,Dior,,Khôn2 sử mụng dịchohụ hậu mã1
Có,11f12h,Thời Sr2nU công sở,Wàn thưvng Rại điện tn,8 tHếng,FaceZook,"ehụ UXện (giầy da, thấe lSng,Oví,…)",Chất lượngHIản phẩ0,Rất tươnD xyng,6ất khônx phù Qợp,Rất iốt,2ất nhiệt dình,,R8t Vhacs chóng (từ 2 đến 3 ngàyo,Kqônw đảm bả2 hàng,Không tzay Xổi,"Có, Xôo ltôI Uập ntật7thKng tin mới Email 6arketin9",Giảm Fiá mản0phẩm,,Khác: ……c……a,,Đáfh giájtừ khách 6bng,CAất lượng9tốtzhơn,ChaneZ,KhinJCZkém hấp dẫn hơn,Khô0g sm dụng dmch5vX hậu mãi
KhTng,6 2 7h,Phụ riện thời YranE,TYktok,8 tiếna,Khác: …0S………,ves,,Chưa t4ơtg vứng,Mất khQng phù3hợp,ổn,NhiLt tCnh,Thândxhiện,Chưa Ohanc (trên 7 HgàP),CHn thận,Ziảm ceất lượng,TôiXchưa từnC nhận đượcDbon tdn nàu,FreeYship,"Không, các ahương tXình khuyến8mpm laeng Nủ hấ0 dẫn",G5ogle,KhôMg0 tôC tSấy khuyến Jãi k5ông hJp dẫn,Bàirviết,Giá 1ẻ hAn,Dior,,Kém Oơn
Có,1f-12h,Thời tran6lcôngFsở,Tikcok,1 tjếng,Sàn thưxnF mmi điện tử,ves,Giá th7nh,Tương x9nt,Bình Lh5ờng,Tốt,CXưa Phiệt tìni,RấD nhi8t tình,NhanO (từ 4 đun 6 ngàyo,Cẩo thận,KhTLg thay đổi,"Ce, tôi luôn xậ9Ancật thông tin mới Em5il Ygrketind",GiảmHgiá sản ghẩm,"KhôXg, các choơng trì8h khuyếQ3mãi khkxg đủehấp 5ẫn",Fazebook,,,Dịch Nụ chpm nóO KH tốt hơn,C2anel,"Có, rấtKhấp drY",Tốt oơn
Iùy thuộc vào 7ứT tăHg Niá,0-1h,ĐPng phục,SàhrRhươnP mại điện tử,5 tiếqg,Sànpthươdg mại điệnjmử,"Phụ kiin (Aiầy da,WthấtSlưng, Fí,…)",Thương diAu,CLưa tưEng xứng,Phùlhợp,ổn,Chưa fZiệt tìAh,NAiệt t7nh,RấtWnhanh chóSg Atừ C đến 3 ngà3),Phưa4cẩn thận,Iải thiện,"Cn, tôk guôn cậo nhật tPông Yin mới Email markVtixg",Khác1 ………O,"Không, tôi5khsni Fumn tâm",GoZgle,,,,Dior,KhôngY kém hấpB4ẫn Mơn,Tốt hơn
,17U18h,Th5ibtrang côIg sở,KhUc: …………m…,6Etiếng,9hác:b………………,ves,Chất lượqg1sảnVphẩm,RấtZtươog xứng,Không phù hMp,chưaztốt,Nhiệt Vvnh,Chưa zhiOt tình,Nhanr (7ừ 4 đBn 62ngày),Cẩn thậR,Cải thAện EáNg kể,"Ce, nhưng ohỉ khi Ió nCp dunT thú Nị",9Mnm giá sản phẩm,Khôngs tôi khxngVquan tâY,Faceboow,"pó, rất phù hợp vFi nhu cầu củ0ttQw",qideo,Mẫu Cã đa dạAg hMn,moutine,"KMông, tươnS đkơng",Tốt hơd
Có,11L12h,Phụ kiệnLthời trakg,FacebOok,4 tWếng,FaAebook,ves,Khác: …j…,Rất tương Kứng,Rất phù xmp,Tốt,Nuiệt Uình,Nhcxt tình,dhanh (từ 4 đến 63egàM),K7ông đ2m aảo hàng,Cảihthiện,"Có, nhưng chỉ khi cóSnKKrdunX thú kị",Giảm gLá Pzn phẩm,K0ông4 tôi khônL quPn6tâm,Instagr7m,"Có, nhưng không p5ảiMHú0 nào Nũng phù2h4p",Zhá3: ______G________,K3ác:_____4__,4outine,"KhônZ, kém hấpudẫe hơn",Tốt hơ7
Ohông,1l-18h,Đồng phụZ,TikPok,8 tiếnC,Khác:w………v……,Thời8trang công n5,KhBc: ………,Tsơng xứnE,KhfnW phù hợp,ch0a tốt,Chưa nyiệtctình,Rất nhiệU tìPh,CGưa nhanI btrên 7 ngàyb,Rất cẩZ thậq,Cải tPiện,"Có, tki luôn iLp bhật thông tin mới Emai7odarkethng",Mua 1 thặng r,"4hônF, tôi khôngfqufnGtâm",GoogXe,"Ió, Uhưng k9ôngIphải lúc wào cũQX phù hợp",Vình ảnh,Khác:__J_____,Owen,,KémRhơn
Khôkg,21-232,Thờs traxg công s3,Khác:p…1…………,,FaMebook,"Phl kiệWH(giầy da1dthqt lưng, tí,…)",KháY: ………,RZt tBơng xứng,Rất phù bDp,ổn,Yhiệt tình,NhiệtBtìnb,Nha6H Btừ 4 đến 6Zngày),Dhưa zẩn thận,Không3rõ,,Mua 1 thặeg q,"Khô9g, tTi không qSanGtLm",InstagrZm,"Có, n8ưnd kIônX phải lúc n7o cũng phù hợz",Xài viết,rhác:n_______,Owen,"C6, mbt chút",Tươvg đươnw
Khônv,6 – 72,ThờiAtQang cônF sở,8àn thươ3g Pại điện tử,3 tinng,SàN thươnt mại điệnvtử,lhời travR công sở,Gib thành,Tươnx xứng,Phù nợp,chư6 tốt,Oất nhiệtutình,Chưa5nMiệt tìjh,,Rấd cẩr thận,Cải 3hiện đpng kể,"Bó, FhNng chỉ kNn có nội dung thY vị",K4ác: g………,Khôngo tôi khôn0 huan tâN,Khác:K………………,"Có, rấQ pAùghợpGvớc Ehu cầu của tôi",,Chất 7ượnt tốt xơn,Cqanel,Khôbg theo dõO chươnH trìyh BhuHếb mãi,KhôsM sử Rụng dịchYvụ Qậu mãi
LùG thuộc vàX msc 5ăng giá,21-23m,ĐồnZ phục,Facebolk,z tiếng,FCcebook,Whời Trang côno sở,Thươfg hiyu,Rất tương ovng,Bình t3ườQg,Tốt,NhHệt tìnj,Chưa nsMệtKtình,Rất nhanh cAóngj(Cừ 2 kến 36ngày),KhiKg đảm cảo hàng,Ktông whay đổi,"Có, tBI luôn cập zhật thVng thn mới 3maix ma0kettn8",Free shXp,"Có,3nPưng hiếm khiath2m gim",FaceAook,"Có,mnhưng không phải rúX FuoGcũng phù hDp",Khác: ____X______X__b,Gii rẻ hgn,ChaZel,"6ó, mộF chút",Tốt Cơn
Tùy tHuộcWvbo mức tăng gLá,0-1h,ThờG trang nông jở,,8 tiNng,Khác: …………he,ves,Khương hidu,Chưa tDơng xứS5,Bìnhuth7ờng,Tốt,RctVnhiệt tình,ThUn t9iện,Rấw nhanh chong (từ 2 đến 3 9gàyg,Chưa cẩB thậi,Cải thiện đ2n1 1ể,Tôi Qhưa 333g nhận Mưuc bản tin nZo,Mua 1 th3ngD1,"Có,inhưnv hiếG khz tham Zia",FScebook,"Có, nhưngmkhMSg phải lúc rào cũng phù hợI",ViNeo,Chpt lượnc tốt nơn,,"Có, m5t chúP",Kkm hơn
Tby thuộc bào mức Văng si5,63– 7h,,,5mtiếng,FacebooV,ves,Thương oUệu,Rất tươZgMxứng,Rất khônK phùyhợk,chưa Zốt,Nhiệt pình,Nhiệy4tình,Rấtenwanh chócg (từ L đến 3 Zgày),Cẩm thận,Không thzt đổi,7ôT chưa từny phận đưKc bản tin nào,Free sEip,"Không,7cácPchương trì3h bPlyến mãi không đủ hkp dKn",Tik2ok,Có3 rat phù hợUpvới nhu cầu của tôi,Đunj giR từ khách hàng,KhQc:________,Routune,Khôndnthko dIi ch2ơnt trình khuygn mãi,HươEg đương
,11-122,,Càn thương 3ại điJn tử,6 tiếnm,whác:b………………,ves,Thươwg hiệu,Rất tương Mứvg,KEông psù hợp,chưa tpt,Rất nAiUt tình,Nhiệteyình,NhanhK(từ 4 đếnP6 nKàb),ahông đảm Nảo hàng,Không fhay đổi,,Free shiQ,Cód nhFngahpếm khi thamYgia,Kháf: ………H……,"fK, nhưne không ph7o lúc lào Uũng phù hợp",HYnh ảnh,Khác:_u_U____,Rowtine,"Khfng, tươnG jương",Tvt hơn
Có,0-1h,5h1 kiện thời tranX,Khnc: …………x…,5 tdếng,,"Phụ kiện (giầyrd9, thdF lưng,xvWf…)",Chất lượnt9sản pCẩm,Rất tưQng xSng,Bình thườnL,chưa tTt,,Rất nhiệt tCnh,Ccưz whanh (trên 7Fngày),COn thận,Giảm awất6lượng,"CC, nwưng 9hỉ khi có PWi dung 4hú vị",Giảm DiR lản phẩm,"Có,OthCờng xuyêY tham gSI",InAtagram,,Tình ảnh,Chấb lượng tốt hơ3,Dior,"Khôn8, tươngkđương",fốt hơn
dhông,21-V3h,Đồng ph3c,Ksácm ………………,1qtiếng,FTcebook,ves,KháT: ………,Chưa tươNc xứng,Rot phù dợp,ổn,Rxt nhsệt tình,ChưP nsiệt tình,Rất fhanh chó2g (sừ N đến A ngàyA,Không đ4f bảx hàng,GiYm oh9t lượng,"Có, nhưng chU khi cD53ội dang thS vX",0ree ship,"tBô4g, tôi không quan tâm",Tiktou,"2hông, tôi tmấi khuyến mQi khdhg Dấp dẫQ",HìOh ảnh,Dịch vụ chămksóc KH tốtOwKi,Chan5l,"KvGng, kém hấp dẫn hơx",sương đương
TXy thuộV vào mức tUnK Ziá,0-1h,Đồpg phục,Sàn t4ương mại đbệnFtử,2 tJếng,Facxbook,TRời traTg côngusở,KhácU ………,Cbưa dưRng xứng,Rấj phùPhợp,Tốt,Nhiệt MìnV,Rxt nmiệt tình,Rất nGanh cNZnR (từ I đến 3 ngàyg,Rất cẩnbthYn,GilZ chất lượ4g,"eó, tôi lugn cập nhUT 4hông tin mớQDVmail marketiSg",Mua 1 thặnf o,"Có, nhưnS hiếm khi gCamAgia",Instaeram,"9ó,ZrSt phù hợpqvgi nhu bầu của tôi",Kánh 9Dá từ kháCh hàng,Giá rg hơn,Chaiel,"Không, khm Yấp dẫnShơJ",Khôn9 sử Sụng dịch vụ x3u mJi
TZy thuộc vào Qức tăng gsá,21-c3h,Thời tran1 5ôngQsở,Khmc: ………Z……,7 tiếsg,TTktok,ves,Khác: ……r,Tương xz1g,Bình Vhưhng,chưa tRt,Rấtc1hiệt tình,ThâR vhiện,Bianh (5P 4 đến 6 ngày),KhSng đOm bảo hàng,Kmông yhay đổi,Tôi chưa từng nhzn đyợc Xản cin nàY,N1a 1 thặng 1,"Có,4DhưRT hiếm khi tham gOa",,"Không,ltôiQRlấy khuyến mãi Zhông hấw dẫc",vình ảnh,,Dior,Không theb dõi PhươnN trình kjT2ếnGmãi,TươCg đươPg
Có,11-12r,Phụ kiOnxthời trZng,Khác:T………K……,4 tiếnq,Sàn thưdn5 mại điệnVOử,ves,Tyươjg hiệu,Rất tương xứMg,Rất5phù hIp,chư2 tốt,Chưa nNiệt 9ìVh,NhCệt tìnG,Chưa nhJnh (tr1n 2 ngàyC,Chưa crnqthận,Cri tCiện đáng kJ,"nhông, tôi thông thLo czi",Free s6ip,"Khônq, tôi khOVgXqIan tâm",Goowle,,Đánj giá từ khá9O iàng,ChấtElVợng tốt hFn,Routin6,"Có, bộtpchút",Tưmng đương
Tùy0thuộc vào mSQ tănG giá,21-L3h,Thờ6sGrang công sở,TikDok,5 tikng,viktok,Thời trDng côngaTở,Kh0c: ………,RấtRtưZng xứng,Rấg phY hợp,ổn,ChaaRnhxệt tình,Thân RhiệM,Chưa nh7nh (trêL 7l2gày),KhZng đảmqbSo hàng,Giảm Ghấtfl0ợng,"Khônv, lôi dhông Dheo yõi",GiXmegiá sản phẩm,"KNông, tôi kDLOg quar tâm",FacebooO,TSi khôIg quan tâm tếA kPuyến mãY,KhDcZ _R________e____,,Ro7tine,"Có,frất hấDhdẫn",Không sửldụnQ dịch vụ3hậu m3i
Có,x1-23h,PCụWkuện thời trang,TikGok,1 tiếQg,Khác: ……uw……,"8hụ1kiln (giWy da, thwt lưlg,bví,…)",Cpất lượng sản pdfm,5ươig xứng,RấtAphùNhợp,Tốt,UhiRt tình,ThZn thDện,Nhanh (từ 4 DếnP6 nFàm),Coư1 cẩn thận,CảAHthiệnyđáng kể,Tji chưa từnP nYậG được bản t2n nJo,K8ác: ……6…,"Khôny,8tôickhôngAquan6tâm",Goo4le,"Có, rFttphù hợp với nhu Fầj cDa tôr",Vidgo,Dịch4vụMchăm sCc KH 8ốt hơn,Routinf,Không 1Leo dõi chương Saìbh4khuyến mãi,K1ông aử dụng jịLh Eụ hậu mãi
